slot_id,name_simplified,name_traditional,biography,source_affinity
394,张纮,張紘,東漢末年孫吳的外交家、戰略家、政治家、文學家、書法家。,122
395,张合,張郃（魏）,（2世紀？—231年），字儁（ㄐㄩㄣˋ）乂（ㄧˋ），河間國鄚縣（今河北省任丘市）人。,27
396,赵广,趙廣,蜀漢相關人物，史料記載較少。,75
397,赵弘,趙弘,漢末相關人物，史料記載較少。,7
398,张济,張濟,漢末群雄相關人物，史料記載較少。,148
399,张绣,張繡,東漢末年的武將和軍閥，董卓手下將領張濟的侄子。,148
400,张缉,張緝,馮翊高陵人。,20
401,张遵,張遵,蜀漢相關人物，史料記載較少。,75
402,张昭,張昭,東吳重臣，主持內政並輔佐孫權。,120
403,张松,張松,蜀漢相關人物，史料記載較少。,72
404,张绍,張紹,張紹可以是下列人物：。,78
405,张承,張承,東吳相關人物，史料記載較少。,124
406,张象,張象,張象，東吳末年軍事人物，官至游擊將軍。,116
407,张尚,張尚,為張紘之孫、吳國南郡太守張玄之子，在孫皓時擔任侍郎，《江表傳》稱他有俊才。,32
408,张任,張任,益州或南中相關人物，史料記載較少。,56
409,张节,張節,曹魏或西晉相關人物，史料記載較少。,24
410,张悌,張悌,東吳相關人物，史料記載較少。,126
411,赵统,趙統,蜀漢相關人物，史料記載較少。,75
412,张特,張特,三國時期魏將。,39
413,张南,張南,蜀漢相關人物，史料記載較少。,74
414,张邈,張邈,漢末北方勢力人物，史料記載較少。,100
415,赵范,趙範,蜀漢相關人物，史料記載較少。,83
416,张飞,張飛,劉備麾下名將，與關羽並稱萬人敵。,75
417,张布,張布,三國末年東吳大臣，歷任破賊將軍、征西將軍，官至衛將軍，歷仕吳景帝孫休、吳末帝孫皓。,113
418,张苞,張苞,蜀漢相關人物，史料記載較少。,75
419,张宝,張寶,張角之弟，黃巾軍地公將軍。,7
420,张杨,張揚,漢末群雄相關人物，史料記載較少。,145
421,张翼,張翼,張翼可指：。,68
422,张辽,張遼,曹魏名將，以合肥之戰威震江東。,23
423,张梁,張梁,張角之弟，黃巾軍人公將軍。,7
424,赵累,趙累,蜀漢相關人物，史料記載較少。,74
425,张鲁,張魯,漢末相關人物，史料記載較少。,15
426,陈横,陳橫,漢末相關人物，史料記載較少。,11
427,陈应,陳應,漢末相關人物，史料記載較少。,12
428,陈纪,陳紀,漢末群雄相關人物，史料記載較少。,140
429,陈宫,陳宮,呂布謀士，早年曾助曹操。,143
430,陈矫,陳矯,曹魏或西晉相關人物，史料記載較少。,29
431,陈群,陳羣,曹魏或西晉相關人物，史料記載較少。,28
432,陈珪,陳珪,蜀漢相關人物，史料記載較少。,79
433,陈骞,陳騫,曹魏或西晉相關人物，史料記載較少。,29
434,陈元,陳元,曹魏或西晉相關人物，史料記載較少。,33
435,陈寿,陳壽,西晉史家，《三國志》作者。,50
436,陈俊,陳俊,曹魏或西晉相關人物，史料記載較少。,31
437,陈式,陳式,蜀漢相關人物，史料記載較少。,81
438,陈震,陳震,蜀漢相關人物，史料記載較少。,79
439,陈泰,陳泰,曹魏或西晉相關人物，史料記載較少。,28
440,陈登,陳登,蜀漢相關人物，史料記載較少。,79
441,陈到,陳到,蜀漢相關人物，史料記載較少。,72
442,陈表,陳表,東吳相關人物，史料記載較少。,124
443,陈武,陳武,東吳相關人物，史料記載較少。,124
444,陈兰,陳蘭,漢末群雄相關人物，史料記載較少。,142
445,陈琳,陳琳,曹魏或西晉相關人物，史料記載較少。,37
446,程昱,程昱,曹操謀臣，兼具軍事與政務才能。,24
447,程远志,程遠志,漢末相關人物，史料記載較少。,7
448,丁仪,丁儀,曹魏或西晉相關人物，史料記載較少。,22
449,程银,程銀,蜀漢相關人物，史料記載較少。,69
450,丁原,丁原,東漢末年的地方豪傑之一，被董卓設計由其部將呂布刺殺。,88
451,郑冲,鄭沖,曹魏或西晉相關人物，史料記載較少。,27
452,丁谧,丁謐,沛國人。,19
453,程普,程普,孫氏三代宿將，資歷深厚。,126
454,程武,程武,曹魏或西晉相關人物，史料記載較少。,24
455,程秉,程秉,汝南南頓人。,119
456,丁奉,丁奉,東吳相關人物，史料記載較少。,123
457,丁封,丁封,東漢三國時人。,123
458,典韦,典韋,曹操護衛猛將，宛城力戰身亡。,25
459,田楷,田楷,蜀漢相關人物，史料記載較少。,64
460,田章,田章,曹魏或西晉相關人物，史料記載較少。,38
461,田续,田續,曹魏或西晉相關人物，史料記載較少。,42
462,田畴,田疇,曹魏或西晉相關人物，史料記載較少。,42
463,田丰,田豐,漢末北方勢力人物，史料記載較少。,96
464,典满,典滿,表字不詳，陳留己吾人。,23
465,田豫,田豫,三國時期曹魏名將。,75
466,滕胤,滕胤,北海郡劇縣人。,116
467,董允,董允,蜀漢重臣，以匡正後主著稱。,78
468,邓艾,鄧艾,曹魏名將，偷渡陰平攻滅蜀漢。,41
469,党均,黨均,黨均，是《三國演義》中的虛構人物，曹魏荊州襄陽郡人。,40
470,董厥,董厥,荊州義陽人。,73
471,陶谦,陶謙,漢末徐州牧，晚年讓徐州於劉備。,82
472,邓贤,鄧賢,益州或南中相關人物，史料記載較少。,54
473,陶璜,陶璜,東吳相關人物，史料記載較少。,122
474,邓芝,鄧芝,蜀漢相關人物，史料記載較少。,75
475,唐咨,唐咨,徐州利城人氏。,132
476,董袭,董襲,東吳相關人物，史料記載較少。,127
477,滕修,滕脩,東吳相關人物，史料記載較少。,114
478,陶浚,陶濬,東吳相關人物，史料記載較少。,120
479,董承,董承,漢末北方勢力人物，史料記載較少。,89
480,董昭,董昭,曹魏或西晉相關人物，史料記載較少。,21
481,董卓,董卓,東漢權臣，入洛陽掌政，後為呂布所殺。,1
482,邓忠,鄧忠,曹魏或西晉相關人物，史料記載較少。,41
483,董朝,董朝,東吳相關人物，史料記載較少。,129
484,董荼那,董荼那,蜀漢相關人物，史料記載較少。,62
485,唐彬,唐彬,曹魏魯國鄒縣人（今山東鄒城市），曹魏、西晉官員、武將。,32
486,董旻,董旻,漢末相關人物，史料記載較少。,1
487,邓茂,鄧茂,漢末相關人物，史料記載較少。,7
488,邓良,鄧良,蜀漢相關人物，史料記載較少。,73
489,董和,董和,蜀漢相關人物，史料記載較少。,66
490,杜预,杜預,西晉名將，參與滅吳，著有《春秋左傳集解》。,32
491,甯随,寗隨,蜀漢相關人物，史料記載較少。,73
492,裴元绍,裴元紹,蜀漢相關人物，史料記載較少。,68
493,裴秀,裴秀,曹魏或西晉相關人物，史料記載較少。,30
494,马玩,馬玩,益州或南中相關人物，史料記載較少。,48
495,马休,馬休,蜀漢相關人物，史料記載較少。,70
496,马钧,馬鈞,曹魏或西晉相關人物，史料記載較少。,29
497,马遵,馬遵,曹魏或西晉相關人物，史料記載較少。,19
498,马谡,馬謖,蜀漢參軍，街亭失守後被處斬。,80
499,马岱,馬岱,蜀漢將領，馬超族弟。,70
500,马忠,馬忠（吳）,東吳將領，擒獲關羽部眾。,131
501,马忠,馬忠（蜀）,蜀漢將領，長期治理南中。,69
502,马超,馬超,蜀漢名將，早年割據西涼。,70
503,马铁,馬鐵,蜀漢相關人物，史料記載較少。,70
504,马腾,馬騰,漢末涼州軍閥，馬超之父。,70
505,马邈,馬邈,益州或南中相關人物，史料記載較少。,50
506,马隆,馬隆,曹魏或西晉相關人物，史料記載較少。,32
507,马良,馬良,蜀漢官員，夷陵之戰期間遇害。,77
508,万彧,萬彧,東吳相關人物，史料記載較少。,116
509,樊建,樊建,義陽人。,78
510,潘浚,潘濬,曹魏或西晉相關人物，史料記載較少。,44
511,潘璋,潘璋,東吳相關人物，史料記載較少。,129
512,樊稠,樊稠,董卓舊部將領。,149
513,潘凤,潘鳳,潘鳳是歷史小說《三國演義》中的虛構人物，在第五回中登場。,94
514,费祎,費禕,蜀漢後期重臣，任大將軍。,77
515,卑衍,卑衍,卑衍，三國時期魏國人，公孫淵部下，將軍。,141
516,糜竺,糜竺,蜀漢相關人物，史料記載較少。,77
517,毕轨,畢軌,曹魏或西晉相關人物，史料記載較少。,19
518,糜芳,糜芳,漢末北方勢力人物，史料記載較少。,108
519,费耀,費耀,曹魏或西晉相關人物，史料記載較少。,26
520,武安国,武安國,武安國，為歷史小說《三國演義》中的虛構人物。,43
521,冯习,馮習,蜀漢相關人物，史料記載較少。,74
522,冯紞,馮紞,曹魏或西晉相關人物，史料記載較少。,31
523,傅嘏,傅嘏,一說字昭先，北地郡泥陽縣人。,28
524,傅士仁,傅士仁,漢末北方勢力人物，史料記載較少。,108
525,傅佥,傅僉,蜀漢相關人物，史料記載較少。,74
526,傅巽,傅巽,雍州北地泥陽（今陝西耀縣東南）人。,38
527,傅彤,傅彤,蜀漢相關人物，史料記載較少。,74
528,文鸯,文鴦,本名文俶，鴦是小名，沛國譙縣人，魏末晉初名將，歷仕魏、吳、晉勢力。,38
529,文钦,文欽,曹魏前將軍、揚州刺史、山桑侯，東吳譙侯。,38
530,文虎,文虎,曹魏或西晉相關人物，史料記載較少。,38
531,文丑,文醜,袁紹名將，延津之戰敗亡。,102
532,文聘,文聘,三國時期曹魏的重要將領。,28
533,卞喜,卞喜,漢末相關人物，史料記載較少。,8
534,方悦,方悅,方悅是《三國演義》中的虛構人物，正史《三國志》中不見記載。,94
535,庞会,龐會,蜀漢相關人物，史料記載較少。,65
536,忙牙长,忙牙長,忙牙長，中國古典通俗歷史小説《三國演義》登場的虛構武將。,51
537,逢纪,逢紀,漢末北方勢力人物，史料記載較少。,110
538,庞羲,龐義,益州或南中相關人物，史料記載較少。,55
539,鲍信,鮑信,曹魏或西晉相關人物，史料記載較少。,22
540,法正,法正,劉備重要謀臣，策劃漢中之戰。,72
541,庞统,龐統,劉備軍師，號「鳳雛」，入蜀時戰死。,73
542,庞德,龐德,蜀漢相關人物，史料記載較少。,65
543,鲍隆,鮑隆,漢末相關人物，史料記載較少。,12
544,步协,步協,臨淮淮陰人。,121
545,穆顺,穆順,穆順，為《三國演義》的虛構人物，有兩位同名同姓的人物登場。,94
546,濮阳兴,濮陽興,三國時期孫吳丞相。,113
547,木鹿大王,木鹿大王,木鹿大王，中國古典歷史小說《三國演義》之角色，南蠻人，孟獲部下，南蠻八納洞洞主，深通法術。,51
548,步骘,步隲,東吳相關人物，史料記載較少。,121
549,步阐,步闡,臨淮淮陰人。,129
550,满宠,滿寵,山陽昌邑人，東漢末年至三國時期曹魏名將，身高八尺，素來以廉潔著稱。,29
551,毛玠,毛玠,陳留平丘人。,29
552,孟获,孟獲,南中首領，後歸附蜀漢。,60
553,毛炅,孟炅,曹魏或西晉相關人物，史料記載較少。,30
554,孟宗,孟宗,後因避吳末帝孫皓字改名孟仁，三國時期孫吳後期重臣，歷任顯位，官至司空。,120
555,孟达,孟達,為避劉備叔父諱而改為子度，東漢司隸右扶風平陵人，漢末三國時期人物。,44
556,孟优,孟優,孟優，南蠻王孟獲之弟，其名僅見於《三國演義》，他在孟獲二度被擒後粉墨登場，在孟獲的用計之下。,60
557,俞涉,俞涉,俞涉為歷史小說《三國演義》中的虛構人物。,139
558,杨怀,楊懷,益州或南中相關人物，史料記載較少。,53
559,雍闿,雍闓,益州或南中相關人物，史料記載較少。,52
560,杨仪,楊儀,蜀漢相關人物，史料記載較少。,61
561,杨欣,楊欣,楊欣，可以是：。,31
562,羊祜,羊祜,西晉名將，鎮守襄陽籌劃伐吳。,31
563,杨弘,楊弘,漢末群雄相關人物，史料記載較少。,140
564,杨昂,楊昂,東漢末年武將。,16
565,杨济,楊濟,弘農華陰人。,32
566,杨丑,楊醜,東漢末期人物，張楊部下。,9
567,杨修,楊修,亦作楊脩，字德祖，弘農華陰（今陝西華陰東）人，袁術之外甥，太尉楊彪之子，出身高門士族。,43
568,杨秋,楊秋,楊秋是三國時期的曹魏將領。,48
569,杨松,楊松,漢末相關人物，史料記載較少。,13
570,杨稷,楊謖,曹魏或西晉相關人物，史料記載較少。,30
571,杨任,楊任,曹魏或西晉相關人物，史料記載較少。,17
572,杨祚,楊祚,楊祚，三國時期魏國人，公孫淵部下，將軍。,141
573,杨肇,楊肇,滎陽人，曹魏肅侯楊暨之子、西晉荊州刺史、折衝將軍，封東武伯、諡戴。,33
574,杨柏,楊柏,漢末相關人物，史料記載較少。,14
575,杨阜,楊阜,天水冀人，東漢末年三國時期曹魏的官員，姜敘的表弟，早年以對抗馬超而出名，後期則多次進諫曹叡。,21
576,杨奉,楊奉,東漢末年人物，原為河東地區的白波賊首領，後成為李傕部將，曾護送漢獻帝從長安東歸洛陽。,92
577,雷铜,雷銅,益州或南中相關人物，史料記載較少。,59
578,雷薄,雷薄,東漢末年人物，袁術部下。,142
579,骆统,駱統,東吳相關人物，史料記載較少。,122
580,罗宪,羅憲,襄陽人。,76
581,李异,李異,三國時期劉璋部下，後轉為吳國武將。,132
582,李恢,李恢,蜀漢相關人物，史料記載較少。,66
583,李傕,李傕,董卓部將，董卓死後攻入長安掌政。,1
584,李球,李球,蜀漢相關人物，史料記載較少。,66
585,李歆,李歆,小字桐椎，隴西狄道（今甘肅臨洮縣）人，十六國西涼公，為李暠世子。,73
586,陆凯,陸凱,東吳相關人物，史料記載較少。,122
587,陆景,陸景,東吳相關人物，史料記載較少。,122
588,陆抗,陸抗,東吳後期名將，陸遜之子。,122
589,陆绩,陸績,東吳相關人物，史料記載較少。,121
590,陆逊,陸遜,東吳名將，夷陵之戰大破劉備。,122
591,李严,李嚴,蜀漢重臣，受託輔政後被廢。,71
592,李儒,李儒,董卓謀士，《演義》中多參與其密策。,1
593,李肃,李肅,漢末群雄相關人物，史料記載較少。,146
594,李胜,李勝,荊州南陽人。,19
595,李堪,李堪,益州或南中相關人物，史料記載較少。,48
596,李通,李通,曹魏或西晉相關人物，史料記載較少。,22
597,李典,李典,原山陽郡地方豪強，後投曹操，李典深明大義，不與人爭功，溫文儒雅，尊重博學之士，有長者之風。,22
598,李辅,李輔,曹魏或西晉相關人物，史料記載較少。,41
599,李丰,李豐（蜀）,蜀漢相關人物，史料記載較少。,71
600,李丰,李豐（魏）,曹魏或西晉相關人物，史料記載較少。,20
601,刘焉,劉焉,東漢益州牧，割據益州。,55
602,刘璝,劉璝,東漢末期武將，劉璋屬下。,55
603,刘琦,劉琦,蜀漢相關人物，史料記載較少。,76
604,刘虞,劉虞,東海郯（今山東省郯城縣）人，漢光武帝劉秀之子東海恭王劉彊的五世孫。,96
605,刘勋,劉勳,漢末群雄相關人物，史料記載較少。,138
606,刘贤,劉賢,東吳相關人物，史料記載較少。,134
607,留赞,留贊,東吳相關人物，史料記載較少。,129
608,刘俊,劉俊,東吳相關人物，史料記載較少。,129
609,刘循,劉循,東漢末年、三國蜀漢人物，劉璋之子，劉闡之兄。,55
610,刘璋,劉璋,劉焉之子，後將益州讓於劉備。,55
611,刘劭,劉劭,曹魏或西晉相關人物，史料記載較少。,28
612,刘丞,劉丞,東吳相關人物，史料記載較少。,128
613,刘寔,劉寔,平原郡高唐縣（今山東省禹城市西南）人。,39
614,刘谌,劉諶,漢昭烈帝劉備之孫，後主劉禪五子，蜀漢宗室。,75
615,刘璿,劉璿,蜀漢相關人物，史料記載較少。,78
616,刘禅,劉禪,蜀漢後主，劉備之子。,78
617,刘琮,劉琮,曹魏或西晉相關人物，史料記載較少。,45
618,刘岱,劉岱,曹魏或西晉相關人物，史料記載較少。,36
619,刘度,劉度,中國東漢末年零陵太守。,134
620,刘巴,劉巴,荊州零陵烝陽（今湖南邵東）人。,56
621,刘备,劉備,蜀漢開國皇帝，諡昭烈帝。,75
622,刘表,劉表,漢末荊州牧，據荊州自守。,45
623,留平,留平,揚州會稽長山人。,129
624,刘辟,劉辟,蜀漢相關人物，史料記載較少。,74
625,刘封,劉封,出身名門世家，蜀漢開國之君劉備的過繼子，官至副軍將軍。,75
626,刘晔,劉曄,曹魏或西晉相關人物，史料記載較少。,27
627,刘繇,劉繇,（156年—197年），字正禮，東萊郡牟平人（今山東省煙臺市福山區西北）。,11
628,留略,留略,三國時孫吳武將，留贊之子，留平之兄。,129
629,吕威璜,呂威璜,東漢末年人物，袁紹部下，在軍中任騎督。,105
630,廖化,廖化,本名廖淳，字元儉，荊州襄陽郡中盧縣（今湖北省襄陽市）人，是三國時期蜀漢後期的重要將領。,74
631,梁兴,梁興,東漢末年關中軍閥之一。,48
632,梁绪,梁緒,三國時期人物，先仕魏後仕蜀，官至蜀漢大鴻臚。,72
633,凌操,凌操,東漢政治人物，凌統之父，官至破賊校尉。,127
634,凌统,凌統,東吳名將，凌操之子。,127
635,吕凯,呂凱,蜀漢相關人物，史料記載較少。,71
636,吕据,呂據,三國時東吳將領，大司馬呂範次子。,123
637,吕虔,呂虔,兗州任城人氏。,29
638,吕旷,呂曠,東平人，與呂翔同是袁紹屬下，在袁紹去世後跟隨袁尚，曾當曹操於黎陽之戰敗北後與呂翔占據陽平。,107
639,吕翔,呂翔,一作高翔，東平人，三國時人物，為袁紹之屬下，在袁紹去世後跟隨袁尚。,107
640,吕岱,呂岱,東吳相關人物，史料記載較少。,130
641,吕范,呂範,汝南細陽人，是三國時期東吳的重要將領和政治家，官至大司馬。,123
642,吕布,呂布,漢末猛將與軍閥，後敗亡於下邳。,145
643,吕蒙,呂蒙,東吳名將，襲取荊州擊敗關羽。,124
644,伦直,倫直,公孫淵部下，將軍，章回小說《三國演義》作倫直，為參軍。,136
645,泠苞,冷苞,又名泠苞，東漢末年益州牧劉璋的武將。,54
646,楼玄,樓玄,東吳相關人物，史料記載較少。,130
647,鲁肃,魯肅,東吳重臣，主張維持孫劉聯盟。,124
648,鲁淑,魯淑,東吳相關人物，史料記載較少。,124
649,卢植,盧植,東漢末年政治家、軍事家、經學家，著有《尚書章句》、《三禮解詁》、《冀州風土記》等今皆失佚。,75
